ROUTE,DAY,DELAY
DFW-FSM,THU,53.125
DFW-FSM,FRI,53.82926829
DFW-FSM,SAT,55.78787879
DFW-FWA,SUN,58.69230769
DFW-FWA,MON,49.69230769
DFW-FWA,TUE,44.42105263
DFW-FWA,WED,40.0625
DFW-FWA,THU,44
DFW-FWA,FRI,38.37037037
DFW-FWA,SAT,30.41666667
DFW-GCK,SUN,50.27272727
DFW-GCK,MON,56.3
DFW-GCK,TUE,48.17647059
DFW-GCK,WED,40.35294118
DFW-GCK,THU,42.33333333
DFW-GCK,FRI,41.8125
DFW-GCK,SAT,59.53846154
DFW-GGG,SUN,54.68181818
DFW-GGG,MON,59.875
DFW-GGG,TUE,37.69230769
DFW-GGG,WED,31.38461538
DFW-GGG,THU,40.82352941
DFW-GGG,FRI,48.26666667
DFW-GGG,SAT,58
DFW-GJT,SUN,71.54545455
DFW-GJT,MON,54.15
DFW-GJT,TUE,59.15789474
DFW-GJT,WED,47.23076923
DFW-GJT,THU,72.0952381
DFW-GJT,FRI,42.82608696
DFW-GJT,SAT,52.1
DFW-GPT,SUN,55.64516129
DFW-GPT,MON,43.32608696
DFW-GPT,TUE,78.15151515
DFW-GPT,WED,55.97435897
DFW-GPT,THU,49.62857143
DFW-GPT,FRI,54.06060606
DFW-GPT,SAT,47.52
DFW-GRI,SUN,49.5
DFW-GRI,MON,63.95
DFW-GRI,TUE,45.61538462
DFW-GRI,WED,46.14285714
DFW-GRI,THU,69.41176471
DFW-GRI,FRI,75.42857143
DFW-GRI,SAT,63.875
DFW-GRK,SUN,73.15492958
DFW-GRK,MON,59.06122449
DFW-GRK,TUE,56.70149254
DFW-GRK,WED,50.01351351
DFW-GRK,THU,47.85714286
DFW-GRK,FRI,59.78082192
DFW-GRK,SAT,43.76470588
DFW-GRR,SUN,49.28571429
DFW-GRR,MON,51.75
DFW-GRR,TUE,55.32142857
DFW-GRR,WED,53.6969697
DFW-GRR,THU,51.44444444
DFW-GRR,FRI,51.80645161
DFW-GRR,SAT,61.67857143
DFW-GSO,SUN,61.61904762
DFW-GSO,MON,48.57692308
DFW-GSO,TUE,41.16666667
DFW-GSO,WED,45
DFW-GSO,THU,48.65217391
DFW-GSO,FRI,62.48571429
DFW-GSO,SAT,85.1
DFW-GSP,SUN,58.91304348
DFW-GSP,MON,38
DFW-GSP,TUE,44.30769231
DFW-GSP,WED,42.17647059
DFW-GSP,THU,43.26666667
DFW-GSP,FRI,53.38095238
DFW-GSP,SAT,64.55555556
DFW-GUC,SUN,28.25
DFW-GUC,MON,46.5
DFW-GUC,TUE,29.33333333
DFW-GUC,WED,44.75
DFW-GUC,THU,45.5
DFW-GUC,FRI,66.5
DFW-GUC,SAT,40.5
DFW-HDN,SUN,80.75
DFW-HDN,MON,48.66666667
DFW-HDN,TUE,27
DFW-HDN,WED,30
DFW-HDN,THU,55
DFW-HDN,FRI,40.8
DFW-HDN,SAT,47.77777778
DFW-HNL,SUN,106.6111111
DFW-HNL,MON,98.41176471
DFW-HNL,TUE,55.62162162
DFW-HNL,WED,43.51282051
DFW-HNL,THU,74.33333333
DFW-HNL,FRI,101.2439024
DFW-HNL,SAT,65.42553191
DFW-HOU,SUN,48.43103448
DFW-HOU,MON,53.47887324
DFW-HOU,TUE,59.04166667
DFW-HOU,WED,64.23076923
DFW-HOU,THU,61.40740741
DFW-HOU,FRI,59.67272727
DFW-HOU,SAT,64.7
DFW-HSV,SUN,41.42857143
DFW-HSV,MON,83.5
DFW-HSV,TUE,33.83333333
DFW-HSV,WED,32.25
DFW-HSV,THU,51.25
DFW-HSV,FRI,31.66666667
DFW-HSV,SAT,48.85714286
DFW-IAD,SUN,47.03030303
DFW-IAD,MON,51.54761905
DFW-IAD,TUE,52.88571429
DFW-IAD,WED,59.33333333
DFW-IAD,THU,54.75
DFW-IAD,FRI,49.59459459
DFW-IAD,SAT,63.13513514
DFW-IAH,SUN,67.82075472
DFW-IAH,MON,66.3862069
DFW-IAH,TUE,54.18867925
DFW-IAH,WED,62.14393939
DFW-IAH,THU,64.82442748
DFW-IAH,FRI,77.74496644
DFW-IAH,SAT,59.84761905
DFW-ICT,SUN,53.96
DFW-ICT,MON,55
DFW-ICT,TUE,59.89285714
DFW-ICT,WED,51.45
DFW-ICT,THU,46.48275862
DFW-ICT,FRI,38.84615385
DFW-ICT,SAT,67.0625
DFW-IND,SUN,66.66037736
DFW-IND,MON,64.6875
DFW-IND,TUE,54.10344828
DFW-IND,WED,44.7173913
DFW-IND,THU,46.89583333
DFW-IND,FRI,59.42
DFW-IND,SAT,54.18181818
DFW-JAC,SUN,64.88888889
DFW-JAC,MON,51.66666667
DFW-JAC,TUE,224.6
DFW-JAC,WED,65.84615385
DFW-JAC,THU,68.83333333
DFW-JAC,FRI,61.81818182
DFW-JAC,SAT,66.4
DFW-JAN,SUN,62.32894737
DFW-JAN,MON,60.63
DFW-JAN,TUE,54.72826087
DFW-JAN,WED,47.125
DFW-JAN,THU,54.48913043
DFW-JAN,FRI,46.1038961
DFW-JAN,SAT,57.65625
DFW-JAX,SUN,56.57142857
DFW-JAX,MON,62.44736842
DFW-JAX,TUE,45.5
DFW-JAX,WED,41.46875
DFW-JAX,THU,52.59090909
DFW-JAX,FRI,67.8125
DFW-JAX,SAT,58.86206897
DFW-JFK,SUN,67.77777778
DFW-JFK,MON,53.45833333
DFW-JFK,TUE,63.34615385
DFW-JFK,WED,55.08695652
DFW-JFK,THU,58.42857143
DFW-JFK,FRI,53.2173913
DFW-JFK,SAT,54.34782609
DFW-JLN,SUN,58.03846154
DFW-JLN,MON,60.09090909
DFW-JLN,TUE,65.14814815
DFW-JLN,WED,40
DFW-JLN,THU,69.59259259
DFW-JLN,FRI,68.14285714
DFW-JLN,SAT,52.85714286
DFW-LAS,SUN,66.734375
DFW-LAS,MON,55.29078014
DFW-LAS,TUE,44.48
DFW-LAS,WED,48.35964912
DFW-LAS,THU,56.21383648
DFW-LAS,FRI,67.15789474
DFW-LAS,SAT,64.36363636
DFW-LAW,SUN,81.93103448
DFW-LAW,MON,56.08571429
DFW-LAW,TUE,59.3125
DFW-LAW,WED,60.35555556
DFW-LAW,THU,46.16666667
DFW-LAW,FRI,57.7
DFW-LAW,SAT,59.48571429
DFW-LAX,SUN,66.40636042
DFW-LAX,MON,61.33204633
DFW-LAX,TUE,55.63736264
DFW-LAX,WED,55.67142857
DFW-LAX,THU,62.2300885
DFW-LAX,FRI,68.33201581
DFW-LAX,SAT,60.61052632
DFW-LBB,SUN,56.52173913
DFW-LBB,MON,68.88888889
DFW-LBB,TUE,63.2962963
DFW-LBB,WED,58.42307692
DFW-LBB,THU,62.03846154
DFW-LBB,FRI,40.2173913
DFW-LBB,SAT,62.85714286
DFW-LCH,SUN,50.62068966
DFW-LCH,MON,57.15384615
DFW-LCH,TUE,56.26315789
DFW-LCH,WED,43.79166667
DFW-LCH,THU,58.76
DFW-LCH,FRI,72.78571429
DFW-LCH,SAT,64.23529412
DFW-LEX,SUN,50.95652174
DFW-LEX,MON,64.75
DFW-LEX,TUE,51.02777778
DFW-LEX,WED,35.77777778
DFW-LEX,THU,37.73913043
DFW-LEX,FRI,58.21875
DFW-LEX,SAT,95.375
DFW-LFT,SUN,56.56
DFW-LFT,MON,59.14
DFW-LFT,TUE,54.85416667
DFW-LFT,WED,47.64150943
DFW-LFT,THU,43.97826087
DFW-LFT,FRI,48.34545455
DFW-LFT,SAT,49.13513514
DFW-LGA,SUN,64.9765625
DFW-LGA,MON,55.8019802
DFW-LGA,TUE,48.8373494
DFW-LGA,WED,48.54794521
DFW-LGA,THU,49.8253012
DFW-LGA,FRI,45.42105263
DFW-LGA,SAT,51.88311688
DFW-LIT,SUN,60.67692308
DFW-LIT,MON,57.32857143
DFW-LIT,TUE,47.82258065
DFW-LIT,WED,52.7704918
DFW-LIT,THU,47.70175439
DFW-LIT,FRI,61.66666667
DFW-LIT,SAT,55.70967742
DFW-LRD,SUN,42.6
DFW-LRD,MON,43.63157895
DFW-LRD,TUE,50.03571429
DFW-LRD,WED,32.75
DFW-LRD,THU,49.17391304
DFW-LRD,FRI,60.475
DFW-LRD,SAT,50.76
DFW-MAF,SUN,58.9375
DFW-MAF,MON,68.16393443
DFW-MAF,TUE,61.08510638
DFW-MAF,WED,53.18181818
DFW-MAF,THU,46.575
DFW-MAF,FRI,49.85
DFW-MAF,SAT,63.42424242
DFW-MCI,SUN,51.27848101
DFW-MCI,MON,60.45333333
DFW-MCI,TUE,55.31578947
DFW-MCI,WED,48.03278689
DFW-MCI,THU,54.03030303
DFW-MCI,FRI,61.63636364
DFW-MCI,SAT,50.10344828
DFW-MCO,SUN,65.47692308
DFW-MCO,MON,55.78321678
DFW-MCO,TUE,54.35555556
DFW-MCO,WED,56.20168067
DFW-MCO,THU,59.41791045
DFW-MCO,FRI,61.36641221
DFW-MCO,SAT,53.1015625
DFW-MEI,SUN,59
DFW-MEI,MON,50.06060606
DFW-MEI,TUE,53.52380952
DFW-MEI,WED,70
DFW-MEI,THU,62.52631579
DFW-MEI,FRI,69.1
DFW-MEI,SAT,71.66666667
DFW-MEM,SUN,60.32142857
DFW-MEM,MON,60.06896552
DFW-MEM,TUE,50.3125
DFW-MEM,WED,44.66666667
DFW-MEM,THU,57.10714286
DFW-MEM,FRI,70.94285714
DFW-MEM,SAT,42.22222222
DFW-MFE,SUN,84.80952381
DFW-MFE,MON,78.3125
DFW-MFE,TUE,57.48148148
DFW-MFE,WED,50.34090909
DFW-MFE,THU,53.4
DFW-MFE,FRI,69.41176471
DFW-MFE,SAT,45.69444444
DFW-MGM,SUN,48.41304348
DFW-MGM,MON,58.54901961
DFW-MGM,TUE,52.675
DFW-MGM,WED,47.90909091
DFW-MGM,THU,47.25714286
DFW-MGM,FRI,63.53846154
DFW-MGM,SAT,59.08
DFW-MHK,SUN,59.03846154
DFW-MHK,MON,52.53333333
DFW-MHK,TUE,49.95454545
DFW-MHK,WED,46.17647059
DFW-MHK,THU,59.88
DFW-MHK,FRI,43.13333333
DFW-MHK,SAT,53.15
DFW-MIA,SUN,69.62676056
DFW-MIA,MON,63.22222222
DFW-MIA,TUE,55.08955224
DFW-MIA,WED,62.6
DFW-MIA,THU,58.75
DFW-MIA,FRI,62.84666667
DFW-MIA,SAT,59.30714286
DFW-MKE,SUN,53.2173913
DFW-MKE,MON,72.45454545
DFW-MKE,TUE,46.28571429
DFW-MKE,WED,65.33333333
DFW-MKE,THU,40.2962963
DFW-MKE,FRI,65.46428571
DFW-MKE,SAT,48.66666667
DFW-MLI,SUN,43.875
DFW-MLI,MON,41.71875
DFW-MLI,TUE,50.53571429
DFW-MLI,WED,64.45833333
DFW-MLI,THU,55.18421053
DFW-MLI,FRI,43.96666667
DFW-MLI,SAT,64.06666667
DFW-MLU,SUN,65.28125
DFW-MLU,MON,73.625
DFW-MLU,TUE,62.05714286
DFW-MLU,WED,57.24444444
DFW-MLU,THU,69.64705882
DFW-MLU,FRI,67.69230769
DFW-MLU,SAT,50.19047619
DFW-MOB,SUN,50.02941176
DFW-MOB,MON,44.26470588
DFW-MOB,TUE,50.44444444
DFW-MOB,WED,48.74074074
DFW-MOB,THU,51.53846154
DFW-MOB,FRI,46.28947368
DFW-MOB,SAT,49.36842105
DFW-MSN,SUN,59.875
DFW-MSN,MON,57.11627907
DFW-MSN,TUE,57.2
DFW-MSN,WED,39.62068966
DFW-MSN,THU,35.26923077
DFW-MSN,FRI,52.84848485
DFW-MSN,SAT,59.125
DFW-MSP,SUN,57.70930233
DFW-MSP,MON,58.28125
DFW-MSP,TUE,51.07142857
DFW-MSP,WED,53.19444444
DFW-MSP,THU,53.80681818
DFW-MSP,FRI,72.72839506
DFW-MSP,SAT,59.11666667
DFW-MSY,SUN,67.60526316
DFW-MSY,MON,65.39534884
DFW-MSY,TUE,44.22033898
DFW-MSY,WED,53.77922078
DFW-MSY,THU,59.96428571
DFW-MSY,FRI,55.97222222
DFW-MSY,SAT,59.95081967
DFW-MTJ,SUN,26.33333333
DFW-MTJ,MON,66.75
DFW-MTJ,TUE,37.33333333
DFW-MTJ,WED,43.5
DFW-MTJ,THU,18
DFW-MTJ,FRI,34
DFW-MTJ,SAT,38.66666667
DFW-MYR,SUN,52.33333333
DFW-MYR,TUE,60
DFW-MYR,THU,47
DFW-OAK,SUN,57.5
DFW-OAK,MON,41
DFW-OAK,TUE,50.66666667
DFW-OAK,WED,67.375
DFW-OAK,THU,45.14285714
DFW-OAK,FRI,18
DFW-OAK,SAT,17
DFW-OGG,SUN,97.34285714
DFW-OGG,MON,100.3548387
DFW-OGG,TUE,81.86666667
DFW-OGG,WED,41.64
DFW-OGG,THU,64.69230769
DFW-OGG,FRI,74.85185185
DFW-OGG,SAT,56.13793103
DFW-OKC,SUN,55.52380952
DFW-OKC,MON,59.6637931
DFW-OKC,TUE,56.61842105
DFW-OKC,WED,59.53125
DFW-OKC,THU,46.45348837
DFW-OKC,FRI,58.94174757
DFW-OKC,SAT,68.21568627
DFW-OMA,SUN,46.02631579
DFW-OMA,MON,68
DFW-OMA,TUE,47.10526316
DFW-OMA,WED,45.51351351
DFW-OMA,THU,41.31578947
DFW-OMA,FRI,71.4137931
DFW-OMA,SAT,58.56
DFW-ONT,SUN,64.46153846
DFW-ONT,MON,63.18181818
DFW-ONT,TUE,64.73913043
DFW-ONT,WED,54.91111111
DFW-ONT,THU,64.51219512
DFW-ONT,FRI,55.54761905
DFW-ONT,SAT,48.26315789
DFW-ORD,SUN,58.53612167
DFW-ORD,MON,81.08490566
DFW-ORD,TUE,55.05479452
DFW-ORD,WED,62.18796992
DFW-ORD,THU,60.02166065
DFW-ORD,FRI,71.24414716
DFW-ORD,SAT,73.17159763
DFW-ORF,SUN,57.73913043
DFW-ORF,MON,62.13333333
DFW-ORF,TUE,43.22222222
DFW-ORF,WED,47.16666667
DFW-ORF,THU,43.35294118
DFW-ORF,FRI,60.27777778
DFW-ORF,SAT,48
DFW-PBI,SUN,67.16666667
DFW-PBI,MON,49.90909091
DFW-PBI,TUE,34.4137931
DFW-PBI,WED,50.61111111
DFW-PBI,THU,43.73333333
DFW-PBI,FRI,46.59090909
DFW-PBI,SAT,61.41666667
DFW-PDX,SUN,70.825
DFW-PDX,MON,62.87804878
DFW-PDX,TUE,38.8
DFW-PDX,WED,45.42424242
DFW-PDX,THU,62.58139535
DFW-PDX,FRI,56
DFW-PDX,SAT,59.38461538
DFW-PHL,SUN,58.72413793
DFW-PHL,MON,60.88652482
DFW-PHL,TUE,56.74774775
DFW-PHL,WED,55.62264151
DFW-PHL,THU,55.30909091
DFW-PHL,FRI,56.68548387
DFW-PHL,SAT,60.31067961
DFW-PHX,SUN,61.53153153
DFW-PHX,MON,53.19130435
DFW-PHX,TUE,47.38888889
DFW-PHX,WED,52.4
DFW-PHX,THU,56.1627907
DFW-PHX,FRI,68.05223881
DFW-PHX,SAT,62.04310345
DFW-PIA,SUN,61.66666667
DFW-PIA,MON,45.4
DFW-PIA,TUE,46.46666667
DFW-PIA,WED,50.21428571
DFW-PIA,THU,50.23529412
DFW-PIA,FRI,51.10526316
DFW-PIA,SAT,45.08
DFW-PIT,SUN,71.67567568
DFW-PIT,MON,73.08695652
DFW-PIT,TUE,46.20588235
DFW-PIT,WED,47.24390244
DFW-PIT,THU,50.51612903
DFW-PIT,FRI,62.71428571
DFW-PIT,SAT,53
DFW-PNS,SUN,50.3
DFW-PNS,MON,52.25
DFW-PNS,TUE,48.57142857
DFW-PNS,WED,46.86111111
DFW-PNS,THU,52.3902439
DFW-PNS,FRI,62.01960784
DFW-PNS,SAT,46.40625
DFW-PSP,SUN,69.2
DFW-PSP,MON,56.84615385
DFW-PSP,TUE,44.05555556
DFW-PSP,WED,89.85714286
DFW-PSP,THU,44.66666667
DFW-PSP,FRI,63
DFW-PSP,SAT,49.63636364
DFW-RAP,SUN,48.55
DFW-RAP,MON,58.15
DFW-RAP,TUE,40.08333333
DFW-RAP,WED,64.76470588
DFW-RAP,THU,58.2
DFW-RAP,FRI,60.92857143
DFW-RAP,SAT,38.125
DFW-RDU,SUN,61.79411765
DFW-RDU,MON,59.86885246
DFW-RDU,TUE,42.02380952
DFW-RDU,WED,47.23684211
DFW-RDU,THU,47.73333333
DFW-RDU,FRI,58.97826087
DFW-RDU,SAT,56.2972973
DFW-RIC,SUN,40.6
DFW-RIC,MON,50.93103448
DFW-RIC,TUE,38.53333333
DFW-RIC,WED,93.05882353
DFW-RIC,THU,81.7
DFW-RIC,FRI,72.14285714
DFW-RIC,SAT,45.66666667
DFW-RNO,SUN,51
DFW-RNO,MON,60.73529412
DFW-RNO,TUE,34.66666667
DFW-RNO,WED,39.71428571
DFW-RNO,THU,50.47826087
DFW-RNO,FRI,46.65384615
DFW-RNO,SAT,50.4
DFW-ROW,SUN,58.35483871
DFW-ROW,MON,49.17142857
DFW-ROW,TUE,53.11111111
DFW-ROW,WED,46.58333333
DFW-ROW,THU,45
DFW-ROW,FRI,43.875
DFW-ROW,SAT,52.5
DFW-RSW,SUN,59.48888889
DFW-RSW,MON,61.80434783
DFW-RSW,TUE,46.78125
DFW-RSW,WED,39.61538462
DFW-RSW,THU,42.87234043
DFW-RSW,FRI,70.5
DFW-RSW,SAT,72.39130435
DFW-SAF,SUN,60.73684211
DFW-SAF,MON,36.31034483
DFW-SAF,TUE,51.16666667
DFW-SAF,WED,51.7
DFW-SAF,THU,51.70833333
DFW-SAF,FRI,57.34782609
DFW-SAF,SAT,58.64285714
DFW-SAN,SUN,56.66315789
DFW-SAN,MON,57.08737864
DFW-SAN,TUE,43.4368932
DFW-SAN,WED,63.40449438
DFW-SAN,THU,55.20967742
DFW-SAN,FRI,79.60747664
DFW-SAN,SAT,60.1097561
DFW-SAT,SUN,54.58196721
DFW-SAT,MON,57.46808511
DFW-SAT,TUE,43.47747748
DFW-SAT,WED,48.96747967
DFW-SAT,THU,51.18055556
DFW-SAT,FRI,65.52447552
DFW-SAT,SAT,53.59090909
DFW-SAV,SUN,48.29032258
DFW-SAV,MON,62.33333333
DFW-SAV,TUE,41.35
DFW-SAV,WED,54.26086957
DFW-SAV,THU,50.66666667
DFW-SAV,FRI,51.74074074
DFW-SAV,SAT,65.35
DFW-SDF,SUN,47.66666667
DFW-SDF,MON,40.18181818
DFW-SDF,TUE,36.83333333
DFW-SDF,WED,97.85714286
DFW-SDF,THU,63.33333333
DFW-SDF,FRI,40.81818182
DFW-SDF,SAT,124
DFW-SEA,SUN,54.64383562
DFW-SEA,MON,55.90123457
DFW-SEA,TUE,41.63768116
DFW-SEA,WED,47.42857143
DFW-SEA,THU,51.25555556
DFW-SEA,FRI,54.04878049
DFW-SEA,SAT,44.17460317
DFW-SFO,SUN,64.70810811
DFW-SFO,MON,69.40816327
DFW-SFO,TUE,54.36419753
DFW-SFO,WED,56.41176471
DFW-SFO,THU,58.29032258
DFW-SFO,FRI,73.81609195
DFW-SFO,SAT,67.06185567
DFW-SGF,SUN,48.28723404
DFW-SGF,MON,59.03448276
DFW-SGF,TUE,54.52
DFW-SGF,WED,46.11764706
DFW-SGF,THU,44.125
DFW-SGF,FRI,67.13636364
DFW-SGF,SAT,51.375
DFW-SHV,SUN,65.52873563
DFW-SHV,MON,62.10989011
DFW-SHV,TUE,67.73958333
DFW-SHV,WED,67.56578947
DFW-SHV,THU,61.74074074
DFW-SHV,FRI,63.59259259
DFW-SHV,SAT,67.33928571
DFW-SJC,SUN,63.02325581
DFW-SJC,MON,61.03846154
DFW-SJC,TUE,39.97297297
DFW-SJC,WED,46.02702703
DFW-SJC,THU,60.19512195
DFW-SJC,FRI,68.29032258
DFW-SJC,SAT,50.51612903
DFW-SJT,SUN,47.8974359
DFW-SJT,MON,60.68085106
DFW-SJT,TUE,52.96774194
DFW-SJT,WED,40
DFW-SJT,THU,44.15789474
DFW-SJT,FRI,51.76086957
DFW-SJT,SAT,50.19444444
DFW-SLC,SUN,60.42857143
DFW-SLC,MON,61.7244898
DFW-SLC,TUE,37.74193548
DFW-SLC,WED,52.45882353
DFW-SLC,THU,55.13095238
DFW-SLC,FRI,77.95402299
DFW-SLC,SAT,74.81355932
DFW-SMF,SUN,44.74358974
DFW-SMF,MON,54.65306122
DFW-SMF,TUE,43.46428571
DFW-SMF,WED,48.11428571
DFW-SMF,THU,42.09302326
DFW-SMF,FRI,67.12121212
DFW-SMF,SAT,55.79310345
DFW-SNA,SUN,62.26760563
DFW-SNA,MON,47.46987952
DFW-SNA,TUE,43.62
DFW-SNA,WED,53.5
DFW-SNA,THU,45.90140845
DFW-SNA,FRI,53.08641975
DFW-SNA,SAT,64.64102564
DFW-SPI,SUN,63.44
DFW-SPI,MON,45.76190476
DFW-SPI,TUE,40.07142857
DFW-SPI,WED,60.55
DFW-SPI,THU,55.5
DFW-SPI,FRI,54.28571429
DFW-SPI,SAT,65
DFW-SPS,SUN,74.84375
DFW-SPS,MON,53.2173913
DFW-SPS,TUE,54.44827586
DFW-SPS,WED,32.06896552
DFW-SPS,THU,52.625
DFW-SPS,FRI,43.75
DFW-SPS,SAT,66.95833333
DFW-STL,SUN,51.58139535
DFW-STL,MON,70.72058824
DFW-STL,TUE,53.17073171
DFW-STL,WED,62.75471698
DFW-STL,THU,50.63953488
DFW-STL,FRI,58.04545455
DFW-STL,SAT,50.52631579
DFW-TLH,SUN,75.95833333
DFW-TLH,MON,46.91666667
DFW-TLH,TUE,44.29166667
DFW-TLH,WED,83.93103448
DFW-TLH,THU,68.64
DFW-TLH,FRI,83.03225806
DFW-TLH,SAT,65.6875
DFW-TPA,SUN,60.88505747
DFW-TPA,MON,58.57142857
DFW-TPA,TUE,53.29090909
DFW-TPA,WED,55.96296296
DFW-TPA,THU,54.30379747
DFW-TPA,FRI,59.31764706
DFW-TPA,SAT,55.85333333
DFW-TUL,SUN,63.56756757
DFW-TUL,MON,67.96385542
DFW-TUL,TUE,55.01612903
DFW-TUL,WED,51.35616438
DFW-TUL,THU,53.53333333
DFW-TUL,FRI,67.52325581
DFW-TUL,SAT,55.79032258
DFW-TUS,SUN,59.72222222
DFW-TUS,MON,67.27027027
DFW-TUS,TUE,45.17391304
DFW-TUS,WED,54.52459016
DFW-TUS,THU,55.85714286
DFW-TUS,FRI,73.69642857
DFW-TUS,SAT,58.10416667
DFW-TXK,SUN,47.22222222
DFW-TXK,MON,39.51724138
DFW-TXK,TUE,47.52631579
DFW-TXK,WED,42.64285714
DFW-TXK,THU,49.60869565
DFW-TXK,FRI,55.29166667
DFW-TXK,SAT,53.84
DFW-TYR,SUN,62.78723404
DFW-TYR,MON,53.10909091
DFW-TYR,TUE,59.6
DFW-TYR,WED,60.02439024
DFW-TYR,THU,57.64814815
DFW-TYR,FRI,60.01785714
DFW-TYR,SAT,52.02564103
DFW-TYS,SUN,58.4125
DFW-TYS,MON,62.03846154
DFW-TYS,TUE,64.27419355
DFW-TYS,WED,66.98717949
DFW-TYS,THU,64.56164384
DFW-TYS,FRI,67.33802817
DFW-TYS,SAT,63.74
DFW-VPS,SUN,54.51724138
DFW-VPS,MON,58.51515152
DFW-VPS,TUE,55.34285714
DFW-VPS,WED,60.39189189
DFW-VPS,THU,49.53521127
DFW-VPS,FRI,57.36507937
DFW-VPS,SAT,64.16981132
DFW-XNA,SUN,54.49565217
DFW-XNA,MON,61.50833333
DFW-XNA,TUE,59.38095238
DFW-XNA,WED,54.91666667
DFW-XNA,THU,57.28915663
DFW-XNA,FRI,54.87209302
DFW-XNA,SAT,42.82758621
DTW-ABE,SUN,53.75
DTW-ABE,MON,49.42857143
DTW-ABE,TUE,67.54545455
DTW-ABE,WED,46.33333333
DTW-ABE,THU,60.76923077
DTW-ABE,FRI,63.73684211
DTW-ACY,SUN,79.5
DTW-ACY,MON,105
DTW-ACY,TUE,86.8
DTW-ACY,WED,105.3333333
DTW-ACY,THU,89.8
DTW-ACY,FRI,108.5
DTW-ACY,SAT,42.375
DTW-ALB,SUN,37.71428571
DTW-ALB,MON,48.53846154
DTW-ALB,TUE,54.63636364
DTW-ALB,WED,61.31578947
DTW-ALB,THU,64.38461538
DTW-ALB,FRI,66
DTW-ALB,SAT,268.75
DTW-APN,SUN,88.5
DTW-APN,MON,57.54545455
DTW-APN,TUE,104.6923077
DTW-APN,WED,84.33333333
DTW-APN,THU,53.57142857
DTW-APN,FRI,71.1875
DTW-APN,SAT,47.5
DTW-ATL,SUN,52.12030075
DTW-ATL,MON,64.73469388
DTW-ATL,TUE,61.97674419
DTW-ATL,WED,57.45714286
DTW-ATL,THU,57.66666667
DTW-ATL,FRI,57.34259259
DTW-ATL,SAT,52.50434783
DTW-ATW,SUN,58.28571429
DTW-ATW,MON,67.27272727
DTW-ATW,TUE,66.91666667
DTW-ATW,WED,61.64285714
DTW-ATW,THU,72.22222222
DTW-ATW,FRI,65.85714286
DTW-ATW,SAT,72.5
DTW-AUS,SUN,83.6
DTW-AUS,MON,33.57142857
DTW-AUS,TUE,82.5
DTW-AUS,WED,60.81818182
DTW-AUS,THU,110.6
DTW-AUS,FRI,48.4
DTW-AUS,SAT,23.6
DTW-AVP,SUN,76.44444444
DTW-AVP,MON,59.46666667
DTW-AVP,TUE,59
DTW-AVP,WED,62.72727273
DTW-AVP,THU,53.90909091
DTW-AVP,FRI,78.68421053
DTW-AVP,SAT,68
DTW-AZO,SUN,32.71428571
DTW-AZO,MON,64.14285714
DTW-AZO,TUE,42
DTW-AZO,WED,91.36363636
DTW-AZO,THU,67.5
DTW-AZO,FRI,39
DTW-AZO,SAT,40
DTW-BDL,SUN,77.03448276
DTW-BDL,MON,70.28571429
DTW-BDL,TUE,71.66666667
DTW-BDL,WED,57.48648649
DTW-BDL,THU,59.8
DTW-BDL,FRI,52.54166667
DTW-BDL,SAT,53.85714286
DTW-BGM,SUN,30.5
DTW-BGM,MON,78.22222222
DTW-BGM,TUE,61
DTW-BGM,WED,41.85714286
DTW-BGM,THU,64.875
DTW-BGM,FRI,108.8
DTW-BGM,SAT,22.5
DTW-BGR,SUN,55
DTW-BGR,MON,71.5
DTW-BGR,TUE,46
DTW-BGR,WED,30
DTW-BGR,THU,90
DTW-BGR,FRI,64
DTW-BGR,SAT,45
DTW-BHM,SUN,61.46666667
DTW-BHM,MON,51.2
DTW-BHM,TUE,49.75
DTW-BHM,WED,72.35294118
DTW-BHM,THU,79.77777778
DTW-BHM,FRI,34
DTW-BHM,SAT,76
DTW-BMI,SUN,52.5
DTW-BMI,MON,66.71428571
DTW-BMI,TUE,50
DTW-BMI,WED,31
DTW-BMI,THU,68
DTW-BMI,FRI,32.25
DTW-BNA,SUN,54.20930233
DTW-BNA,MON,69.91111111
DTW-BNA,TUE,62.13513514
DTW-BNA,WED,57.52173913
DTW-BNA,THU,48.36538462
DTW-BNA,FRI,59.40425532
DTW-BNA,SAT,52
DTW-BOS,SUN,62.91358025
DTW-BOS,MON,72.38372093
DTW-BOS,TUE,59.63636364
DTW-BOS,WED,50.03191489
DTW-BOS,THU,47.36458333
DTW-BOS,FRI,43.58536585
DTW-BOS,SAT,66.95652174
DTW-BTV,SUN,47.4375
DTW-BTV,MON,60.94736842
DTW-BTV,TUE,95
DTW-BTV,WED,74.91666667
DTW-BTV,THU,69.04761905
DTW-BTV,FRI,81.4
DTW-BTV,SAT,58.75
DTW-BUF,SUN,48.36363636
DTW-BUF,MON,56.91304348
DTW-BUF,TUE,67.38888889
DTW-BUF,WED,50.22222222
DTW-BUF,THU,74.8125
DTW-BUF,FRI,45.1875
DTW-BUF,SAT,51.71428571
DTW-BWI,SUN,65.96428571
DTW-BWI,MON,86.39393939
DTW-BWI,TUE,48.44262295
DTW-BWI,WED,43.84210526
DTW-BWI,THU,54.24561404
DTW-BWI,FRI,54.95833333
DTW-BWI,SAT,60.96666667
DTW-CAK,SUN,59
